Key,Value
878,Não pode ser feito durante a seleção para um grupo.
879,Já está registrado para um bate-papo de voz em grupo.
880,Não está registrado para bate-papo de voz.
881,Erro de voz no Apollo.
882,A missão do grupo não foi compartilhada.
883,O nível de um dos jogadores não é suficiente.
884,Já está recrutando.
885,Há um membro numa região inacessível.
886,Há um membro do grupo com número insuficiente de entradas em masmorra restantes.
887,Há um membro do grupo que não atende às condições necessárias para entrar na masmorra.
888,Não pode ser feito com o grupo cheio.
889,Não pode ser feito ao convidar um membro do grupo.
890,Pode solicitar após [Time].
891,Você já enviou uma solicitação para entrar neste grupo.
892,O líder do grupo está próximo.
893,Há um membro do grupo que não pode.
894,Você não pode entrar nesse grupo.
901,Esse identificador é de um clã que não existe ou de outro clã.
902,O tamanho do nome do clã é inválido.
903,Já existe um clã com esse nome.
904,Já está em um clã.
905,Ainda não está em nenhum clã.
906,Você não tem autoridade no clã.
907,Esse clã não foi divulgado.
908,Já solicitou entrada.
909,Ainda não solicitou entrada no clã.
910,Você não pode aceitar mais membros de clã.
911,Aplicável apenas a membros de clã de baixa patente.
912,Não é possível doar essa moeda.
913,Contagem de doação incorreta.
914,Já votou pelo impedimento.
915,Já confirmou presença pelo clã.
916,Não pode mais fazer saudações pelo clã.
917,Já saudar esse jogador.
918,Moedas de clã insuficientes.
919,Identificador de bônus de clã incorreto.
920,Já tem esse bônus de clã.
921,Identificador de informações de castelo incorretas.
922,Adenas de clã insuficientes.
923,Impossível adquirir mais.
924,Identificador de informações de emblema do clã incorreto.
925,Não é possível conceder mais patentes desse clã.
926,Sem clã.
927,Já é aliado.
928,Já enviou uma solicitação de aliança.
929,Você não foi convidado para nenhum clã.
930,Não é um clã aliado.
931,Não é possível formar mais alianças.
932,Esse clã não pode formar mais alianças.
933,O líder do clã não pode sair dele.
934,Não é possível registrar mais clãs hostis.
935,Já é um clã hostil.
936,Não é um clã hostil.
937,A guerra contra o clã hostil está indisponível.
938,Não é possível excluir o clã hostil.
939,Não é possível se render em uma batalha hostil.
940,Sem bônus de clã.
941,Impossível formar uma aliança com clãs hostis.
942,Impossível declarar hostilidade contra clãs de aliança.
943,Você precisa inserir um valor maior do que o valor de lance mínimo.
944,Não é possível usar esse recurso porque o nível do clã é muito baixo.
945,Não é possível declarar hostilidade contra o clã hostil porque o nível dele é muito baixo.
946,"O nível de restrição de entrada foi aumentado.
Impossível solicitar a entrada."
947,"O tipo de entrada foi alterado para exigir aprovação.
Impossível solicitar a entrada."
948,Você chegou ao limite diário de doações.
949,Provas de Sangue insuficientes.
950,Comprou o limite máximo permitido por dia.
951,Não é possível aceitar mais solicitações de entrada.
952,Nome do clã incorreto.
953,Não é possível ter espaços nos nomes de clã.
954,Todos os membros do clã devem sair do clã para desfazê-lo.
955,Não pode participar nas atividades do Clã devido às penalidades de saída e reentrada no clã.
956,Já é um membro do clã.
957,@GuildJoined
958,Todos os clãs hostis estão registrados.
959,Não é o líder do clã.
960,Comprou o limite máximo semanal.
961,Comprou o limite máximo por mês.
962,Não é possível expulsar membros de alta patente.
963,Esse usuário ainda não concluiu o tutorial do clã.
964,Não é possível registrar mais clãs hostis.
965,Não é possível comprar porque as Provas de Sangue do clã são insuficientes.
966,"Não é possível entrar, sair, mudar o líder do clã
nem desfazer o clã durante o Cerco ao Castelo."
967,"Não é possível entrar, sair, mudar o líder do clã
nem desfazer o clã durante o Cerco à Fortaleza."
968,Esta Masmorra de Clã não está disponível.
969,Você não é um membro de clã permitido.
970,Essa Masmorra de Clã já foi concluída.
971,Chegou à contagem final.
972,Essa masmorra de clã ainda não foi concluída.
973,Pedras Estelares insuficientes.
974,Nenhuma recompensa de presença do clã disponível.
975,Nenhuma presença do clã disponível.
976,Você já resgatou a recompensa de presença do clã.
977,Esse membro do clã não confirma presença há bastante tempo.
978,Clã não existente ou não registrado.
1001,Identificador de portal incorreto.
1002,Não é possível controlar.
1101,Falha ao dar lance no Cerco ao Castelo.
1102,Falha ao cancelar o lance no Cerco ao Castelo
1103,Cerco ao Castelo incorreto.
1104,Nenhuma informação sobre o lance no Cerco ao Castelo.
1105,Cupons de Festival de Cerco ao Castelo insuficientes.
1106,Nenhum cupom de festival de Cerco ao Castelo.
1107,Moedas insuficientes para dar lance.
1108,Ainda não é a hora de dar um lance.
1109,Já estendeu o lance.
1110,Espaço de festival do Cerco ao Castelo incorreto.
1111,Só podem entrar os clãs que conseguiram dar um lance.
1112,Atualmente não é possível adquirir a recompensa do cupom.
1113,O Cerco ao Castelo não está em andamento.
1114,Não é possível dar um lance do mesmo valor.
1115,Não é possível ir para o Cerco ao Castelo nesse mundo.
1116,Nenhum clã conquistado.
1117,Nenhum histórico de Cerco ao Castelo.
1118,O Festival de Cerco ao Castelo está desativado no momento.
1119,Não é possível comprar porque nenhum clã conquistou o castelo ou nenhum deu lance para ele.
1151,Falha ao dar lance.
1152,Falha ao cancelar o lance.
1153,Registro de Cerco à Fortaleza incorreto.
1154,Nenhuma informação sobre o lance no Cerco à Fortaleza.
1155,Informações de território incorretas.
1156,Identificador de informações de fortaleza incorreto.
1157,Clãs com castelos não podem dar lances.
1158,O Cerco à Fortaleza não está em andamento.
1159,Esse clã não pode participar do Cerco à Fortaleza.
1160,Só clãs que conquistaram castelos podem comprar.
1161,Só clãs que conquistaram fortalezas podem comprar.
1162,Clãs com fortalezas não podem dar lances.
1190,"Só membros de clã que entrarem em um Cerco ao Castelo
ou Cerco à Fortaleza podem se registrar."
1201,Preço incorreto.
1202,@InvalidName
1203,Não há itens que possam ser usados.
1204,Est. incorreto.
1205,Deve ser um item vestido.
1206,Esse é o vendedor.
1207,Nenhum resultado de busca.
1208,Impossível registrar esse tipo.
1209,Já está esgotado.
1210,Ultrapassou o número os registros permitidos.
1211,O grau do item não corresponde.
1212,Nenhum nome e categoria relevantes.
1213,Nenhum nome e grau relevantes.
1214,Adena insuficiente para registrar no Entreposto Comercial.
1215,Sua lista de favoritos do Entreposto Comercial está cheia.
1216,Item marcado como favorito idêntico.
1217,Nenhum item marcado como favoritos.
1218,Não é possível registrar esse item.
1219,Cristal Anímico equipado.
1220,Foi alcançado o número máximo de itens registráveis.
1221,Unidades insuficientes de entrepostos comerciais
1222,Partes deste item foram vendidas.
1301,Identificador de item incorreto.
1302,Item de compra incorreto.
1303,Tipo de moeda incorreto.
1304,Tipo de empate incorreto.
1305,Você não pode comprar o item de compra inicial.
1306,Impossível comprar durante o tempo de recarga.
1307,Ultrapassou o número de compras diárias permitidas.
1308,Ultrapassou o número de compras semanais permitidas.
1309,Ultrapassou o número de compras mensais permitidas.
1310,Não é o momento para fazer compras.
1332,A venda desse item encerrou.
1311,Impossível adquirir esse item gratuitamente.
1312,O mesmo tipo de pacote mensal já está em uso.
1313,Você não adquiriu o número de vezes necessário das recompensas de pacote mensal.
1314,Solicitação inválida.
1315,O tipo de guia do item comprado não corresponde.
1316,Já está usando um item de anuidade.
1317,Identificador de informações de recompensa da loja incorreto.
1318,Não é o período do evento de bônus da loja.
1319,Tipo de recompensa da loja incorreto.
1320,Não há recompensas para receber.
1321,O período de evento foi renovado. Recarregar.
1322,Não é um jogador reincidente.
1323,Não é um novo jogador.
1324,O período de venda terminou.
1325,Item esgotado.
1326,Condições para compra não atendidas.
1327,Falha ao comprar.
1328,Tipo de recompensa de item de anuidade incorreto.
1329,Solicitar atendimento ao cliente.
1330,Identificador de informações de pop-up inteligente incorreto.
1331,O item limitado esgotou.
1401,Identificador de masmorra incorreto.
1402,Nenhuma contagem de entrada na masmorra restante.
1403,A entrada gratuita em Masmorras Diárias está disponível apenas em dias específicos.
1404,Falha ao concluir a masmorra.
1405,Você não está em uma masmorra.
1406,"Você não pode entrar na Torre da Insolência
porque já usou as vezes de entrada."
1407,A masmorra ainda não foi concluída.
1408,Não há oportunidades de conclusão automática das masmorras.
1409,Não é possível entrar nas Masmorras Diárias gratuitamente.
1410,Não é possível extrair mais.
1411,Informações de missão da masmorra incorretas.
1412,A missão de masmorra ainda não foi cumprida.
1413,Você já obteve a recompensa por concluir essa masmorra.
1414,Pontos de missão da masmorra insuficientes para adquirir recompensas.
1415,Ainda há tempo restante para o bônus da masmorra.
1416,Recargas insuficientes para o tempo de bônus da masmorra.
1417,A conclusão automática estará disponível após concluir as missões de Masmorra Elite uma vez.
1418,Não há mais entradas disponíveis para a masmorra diária.
1419,"A conclusão automática está indisponível, pois a classificação de conclusão da masmorra é muito baixa. Aumente a patente e tente outra vez."
1420,Você não pode ir para uma masmorra a partir do mundo atual.
1421,Ainda há oportunidades para entrar em Masmorras Diárias.
1422,Você não pode mais entrar nessa Masmorra Diária.
1423,Nenhuma contagem de entrada na masmorra restante.
1424,Não é possível entrar nessa masmorra.
1425,Ainda há entradas de masmorra disponíveis.
1426,Todas as oportunidades para pagar pela recarga já foram usadas.
1501,Est. JxJ incorreto.
1502,Sua classificação mudou.
1503,A classificação do alvo mudou.
1504,O estado do alvo é pronto para a batalha.
1505,Atacaram você no JxJ.
1506,Bilhetes insuficientes para entrar no JxJ.
1507,Você não está na Arena.
1508,O início no JxJ não foi confirmado.
1509,Sem estado PK.
1510,A lista “Unir forças” está cheia.
1511,Não foi possível encontrar na lista “Unir forças”.
1512,Esse usuário já está registrado.
1513,Arma não equipada.
1514,Recompensa já adquirida.
1515,Sem classificação na Arena.
1516,Sem recompensa da Arena.
1517,Não é possível comprar mais bilhetes de JxJ.
1518,Alvo de duelo incorreto.
1551,A missão de transferência de classe já está em andamento.
1552,A missão de transferência de classe ainda está em andamento.
1553,Ainda há recompensas de transferência de classe restantes.
1554,Impossível concluir.
1555,Impossível adquirir recompensas.
1556,Identificador de missão de transferência de classe incorreto.
1601,Missão já concluída.
1602,@NotCompeletableStateMissionRequest
1603,@InvalidQuestInfoId
1604,Identificador de recompensa de missão incorreto.
1701,Identificador de tutorial incorreto.
1702,Falha ao executar tutorial.
1703,Fase de tutorial incorreta.
1704,@TutorialWorldAcquireFailed
1705,A fase de tutorial foi concluída.
1706,Você já adquiriu o material do tutorial.
1707,O tutorial ainda não foi iniciado.
1708,O tutorial obrigatório está em andamento.
1709,O tutorial já foi concluído.
1710,Você já adquiriu a recompensa.
1711,Jogador de tutorial — só executa o tutorial
1712,Esse jogador não é de tutorial.
1713,Impossível pular.
1714,Impossível executar o tutorial em masmorras.
1801,Erro no servidor Redis.
1802,Identificador de informações de classificação incorreto.
1803,Sem dados de classificação.
1804,Página incorreta.
1850,O bate-papo por voz não redefinido.
1851,O tempo de resposta do servidor de bate-papo por voz foi alterado.
1901,Você chegou ao limite de cupons do Festival de Cerco ao Castelo.
1902,Você chegou ao limite de PH.
1903,Você chegou ao limite de Bilhetes da Arena.
1904,Você chegou ao limite de Diamantes Vermelhos.
1905,Você chegou ao limite de Diamantes Azuis.
1906,Você chegou ao limite de Pontos de Lealdade.
1907,Você chegou ao limite de Pontos de Amizade.
1908,Você chegou ao limite de Topázios.
1909,Você chegou ao limite de Moedas do Clã.
1910,Você chegou ao limite de Adena.
2001,Tipo de evento incorreto.
2002,O evento não está em andamento atualmente.
2003,Você já obteve as recompensas do evento.
2004,Condições do evento incorretas.
2005,Você não pode atender às condições do evento.
2006,Você chegou ao limite de recompensas de evento obteníveis.
3000,NetmarbleS IAP O destino para presentes ultrapassou o limite.
3001,NetmarbleS IAP Limite de presentes ultrapassado.
3002,NetmarbleS IAP Limite de pagamento ultrapassado.
3003,NetmarbleS IAP Erro.
3004,NetmarbleS IAP Não é um item registrado.
3005,NetmarbleS IAP Nenhuma resposta do servidor. Repita.
3006,NetmarbleS IAP Manutenção do servidor em andamento.
3007,Erro na configuração do item.
3008,Terminou o período de venda do item.
3009,Item esgotado.
3101,Falha ao confirmar o pré-registro.
3102,Falha ao verificar pré-registro.
4001,O jogador ainda não entrou nessa região.
9000,Pacote a excluir.
9001,Em breve
9002,Ultrapassado.
981,Exp. da Sede do Clã insuficiente para subir de nível.
980,"Esta sede de clã está fechada.
Só é possível entrar se as portas da Sede do Clã estiverem abertas."
990,Esse clã não comprou nenhuma Sede do Clã.
991,Você já está na Sede do Clã.
5600,"Você pode convidar jogadores dentro de 200 pontos
dos pontos do líder do Grupo de campo de batalha."
5601,Esse jogador já está em um grupo de campo de batalha.
498,"Você não pode comprar Disparos Anímicos
enquanto os seus estiverem ativos."
992,Esse membro chegou ao limite máximo permitido de prêmios.
993,Não há membros do clã a recompensar.
92,"A barreira fechou porque o tempo de evocação terminou.
A batalha por essa masmorra acabou."
5602,"Atualmente estamos fora da temporada.
Sua pontuação vigorará assim que a temporada começar."
999,Impossível desfazer a Sede do Clã porque ainda há um jogador restante nela.
1013,Você só pode delegar a posição de Líder do Clã a um jogador que seja membro há 7 ou mais dias.
979,Você já comprou a Sede do Clã.
982,Fragmentos de Cristal da União insuficientes para subir de nível.
1004,"Missões individuais da Sede do Clã são renovadas
diariamente e só uma fica disponível por dia."
983,"Não há limite no número de missões da Sede do Clã que você pode fazer por dia,
mas só é possível fazer 3 simultaneamente."
984,Essa missão da Sede do Clã já está em andamento.
985,Outro membro do clã já está resolvendo essa missão.
986,Essa missão já foi concluída.
987,A missão não está em andamento agora.
988,Não é possível cumprir essa missão no momento.
989,"Aumente o nível da Sede do Clã
para fortalecer o Cristal da União."
994,"Contrate um Guardião
de maior grau para usar."
995,Outra relíquia já foi registrada.
996,Não há relíquias registradas.
997,É necessário mais tempo para avaliar a relíquia.
998,Pontos de baú de relíquia do clã insuficientes.
1000,"Já prepararam
um banquete igual ou melhor."
1010,Esse Guardião já está ocupado com uma tarefa.
1011,Esse Guardião é de tipo desconhecido.
1012,Não foi possível melhorar o Guardião ao grau selecionado.
1021,Não está guerreando contra clã hostil.
1022,Já está negociando o fim de batalha contra o clã hostil.
1023,Não está negociando o fim de batalha contra o clã hostil.
1024,Não há membros de clã suficientes para ir para a batalha.
1025,Não há membros de clã hostis suficientes para ir para a batalha.
93,Impossível trocar de canal em uma batalha.
500,Saia da Arena de Lutas para se deslocar.
97,Moedas de honra insuficientes.
98,Moedas de coragem insuficientes.
99,Moedas antigas insuficientes.
1911,Chegou ao limite de moedas de Honra.
1912,Chegou ao limite de moedas de coragem.
1913,Chegou ao limite de moedas antigas.
895,Impossível entrar durante a preparação do campo de batalha.
1014,Lenha insuficiente para acender a lareira.
1015,Chegou ao limite de fabricação.
1051,Não é possível dar esse item como prêmio
400,Não há PH diphonível.
5300,Identificador de montaria incorreto.
5301,Identificador de informações de montaria incorreto.
5302,Nenhuma montaria equipada.
5303,Você está querendo montar uma montaria idêntica.
5304,Esse item é de outra montaria.
5305,Chegou ao limite de uso desse item de montaria.
5306,As informações da montaria não correspondem.
5307,Impossível ativar a montaria porque seu nível é baixo demais.
5308,Nenhuma montaria ativa.
5309,O grau da montaria é baixo demais.
5310,A condição para ativar essa montaria não foi alcançada.
5311,Não é um item de montaria.
5312,Espaço incorreto para equipar esse item de montaria.
5313,Materiais para subir o nível da montaria insuficientes.
5314,Não é possível montar em montarias aqui.
5315,O nível dessa montaria é baixo demais.
6500,Foi alcançado o limite máximo de vinculação.
896,"Você inseriu caracteres inválidos.
(Caracteres especiais ou gírias são proibidos)"
898,"Permitidos de 2 a 16 caracteres
(de 2 a 12 se houver caracteres coreanos ou chineses)
inclusive espaços."
897,Você só pode ter um espaço de cada vez.
5400,Indisponível no momento.
1121,"Não é possível entrar no Quartel de Cerco, pois ele foi destruído."
899,"Você só pode juntar-se a um grupo de membros do clã em Cerco à Fortaleza e Cerco ao Castelo
ou convidá-los para o seu grupo."
6600,"Indisponível no momento. Você só pode alterar o nome em campo aberto, e não pode alterá-lo quando estiver em um grupo."
